item	writer
8268	nm0315205
350	nm0315205
2639	nm0315205
48	nm0316727
88345	nm0316727
95313	nm0316727
33154	nm0316795
60291	nm0316795
58191	nm0316795
5619	nm0316795
1918	nm0316888
7376	nm0316888
6196	nm0316888
6303	nm0317254
2550	nm0317254
1259	nm0317279
3699	nm0317279
1474	nm0317279
53129	nm0317279
15	nm0317279
52435	nm0317450
58299	nm0317450
3988	nm0317450
6951	nm0317450
4294	nm0317450
93272	nm0317450
1464	nm0317510
7044	nm0317510
2594	nm0317834
27803	nm0317834
4975	nm0317834
5570	nm0317834
58223	nm0317834
74624	nm0317834
7161	nm0318326
7395	nm0318326
42009	nm0318326
1200	nm0318429
7792	nm0318429
5859	nm0318429
1320	nm0318429
4084	nm0318429
2375	nm0318429
6519	nm0318429
42011	nm0318429
59387	nm0319659
3802	nm0319659
90249	nm0319659
38992	nm0319659
91535	nm0319659
115569	nm0319659
5608	nm0320342
79860	nm0320342
2110	nm0320553
2111	nm0320553
2686	nm0320660
549	nm0320660
610	nm0320786
2800	nm0320786
60674	nm0322106
59392	nm0322106
47778	nm0322144
117881	nm0322144
109848	nm0322242
8959	nm0322242
3087	nm0322248
6059	nm0322248
1735	nm0322248
364	nm0322368
588	nm0322368
48	nm0322368
783	nm0322368
1566	nm0322368
4225	nm0322467
2618	nm0322467
3948	nm0322839
30825	nm0322839
6012	nm0322839
82852	nm0322839
88405	nm0323239
69069	nm0323239
2467	nm0323708
4223	nm0323708
8534	nm0323708
8338	nm0323869
32316	nm0323869
3384	nm0323945
69306	nm0323945
8459	nm0324499
25971	nm0324499
8459	nm0324537
25971	nm0324537
8491	nm0324578
3406	nm0324578
3977	nm0324578
6503	nm0324578
4406	nm0325135
8507	nm0325135
7346	nm0325166
5283	nm0325166
49526	nm0325166
1663	nm0325175
3040	nm0325175
610	nm0325175
8814	nm0325214
3146	nm0325214
34530	nm0325214
6559	nm0325271
1020	nm0325271
1584	nm0325533
54001	nm0325533
7164	nm0325533
87430	nm0325533
74	nm0325533
4484	nm0325665
1216	nm0325665
3461	nm0325717
4951	nm0325717
1193	nm0325743
2988	nm0325743
3252	nm0325743
2340	nm0325743
100	nm0325743
2139	nm0325776
2123	nm0325776
85316	nm0325776
2916	nm0325778
3740	nm0325778
51412	nm0325778
95875	nm0325778
4207	nm0325778
4995	nm0326040
33660	nm0326040
8644	nm0326040
56174	nm0326040
153	nm0326040
1831	nm0326040
1562	nm0326040
2316	nm0326040
45447	nm0326040
68554	nm0326040
805	nm0326040
350	nm0326040
7444	nm0326092
4018	nm0326092
3966	nm0326107
30712	nm0326107
87869	nm0326246
105468	nm0326246
364	nm0326814
1907	nm0326814
2687	nm0326814
48	nm0326814
783	nm0326814
7361	nm0327273
48082	nm0327273
63179	nm0327273
77854	nm0327273
55830	nm0327273
46723	nm0327944
112183	nm0327944
81819	nm0327944
7789	nm0327944
7135	nm0328959
7217	nm0328959
6301	nm0329051
2528	nm0329051
99813	nm0329213
98124	nm0329213
953	nm0329304
950	nm0329304
934	nm0329304
6785	nm0329304
7303	nm0329304
25937	nm0329304
7834	nm0329304
7831	nm0329304
6944	nm0329304
5	nm0329304
3178	nm0330108
383	nm0330108
280	nm0330108
7017	nm0330108
1631	nm0330108
2366	nm0330390
8507	nm0330390
8542	nm0330390
3175	nm0330565
5459	nm0330565
27706	nm0330565
1541	nm0330565
3524	nm0330619
86293	nm0330619
1387	nm0331956
2109	nm0331956
1388	nm0331956
1389	nm0331956
8636	nm0332184
3624	nm0332184
60937	nm0332184
33830	nm0332184
1918	nm0332184
6156	nm0332184
5220	nm0332184
85056	nm0332184
3204	nm0332392
4487	nm0332392
3970	nm0332417
5165	nm0332417
4808	nm0333804
1453	nm0333804
70643	nm0333804
51705	nm0333818
33675	nm0333818
2081	nm0334057
709	nm0334057
3033	nm0334283
26491	nm0334283
3964	nm0334370
7355	nm0334370
94478	nm0334381
95207	nm0334381
1994	nm0334457
7228	nm0334457
1995	nm0334457
4383	nm0335096
27689	nm0335096
26101	nm0335455
8446	nm0335455
40988	nm0335455
4042	nm0335455
4401	nm0335455
1282	nm0335469
1907	nm0335469
2080	nm0335469
1032	nm0335469
1029	nm0335469
1024	nm0335469
48	nm0335469
3159	nm0335469
3928	nm0335471
4767	nm0335471
3408	nm0335666
38798	nm0335666
68932	nm0335666
2125	nm0335666
48	nm0335666
49647	nm0335666
50792	nm0335666
3534	nm0335666
66200	nm0336695
55272	nm0336695
80939	nm0336861
2996	nm0336861
2570	nm0336861
7478	nm0336960
7620	nm0336960
4833	nm0337008
8591	nm0337008
899	nm0337582
3548	nm0337582
3606	nm0337582
935	nm0337582
2263	nm0337731
4812	nm0337731
58492	nm0337773
5258	nm0337773
6159	nm0337773
8955	nm0337773
6979	nm0338396
599	nm0338396
2986	nm0338396
3615	nm0338396
786	nm0338396
53953	nm0338557
5463	nm0338557
2107	nm0338557
71264	nm0338576
60516	nm0338576
6183	nm0338707
7223	nm0338707
4496	nm0338707
45210	nm0339030
5632	nm0339030
55444	nm0339043
73860	nm0339043
5772	nm0339737
334	nm0339737
6754	nm0340485
42738	nm0340485
65682	nm0340485
91974	nm0340485
31260	nm0341178
2847	nm0341178
6031	nm0341178
4963	nm0341372
6708	nm0341372
2560	nm0341372
90717	nm0341372
42007	nm0341372
78041	nm0341372
2746	nm0341458
2747	nm0341458
7991	nm0341458
61248	nm0341458
674	nm0341458
6219	nm0341656
5093	nm0341656
6219	nm0341735
5093	nm0341735
594	nm0342278
81847	nm0342278
100163	nm0342278
594	nm0342303
81847	nm0342303
100163	nm0342303
1884	nm0342617
47465	nm0342617
77328	nm0342617
77330	nm0342617
77359	nm0342617
5049	nm0343419
5027	nm0343419
2561	nm0343419
6222	nm0343419
8813	nm0343419
3054	nm0343570
3799	nm0343570
2732	nm0344171
5202	nm0344171
7254	nm0344259
6058	nm0344259
4840	nm0344467
6041	nm0344467
46156	nm0344467
538	nm0345359
2130	nm0345359
575	nm0345488
1485	nm0345488
4228	nm0345488
3788	nm0346096
7089	nm0346096
8195	nm0346096
26094	nm0346096
4325	nm0346096
32792	nm0346096
7759	nm0346096
72741	nm0346096
26237	nm0346096
1844	nm0346277
6801	nm0346277
72554	nm0346277
33893	nm0346277
2483	nm0346277
59709	nm0346277
8873	nm0346466
64499	nm0346466
64501	nm0346466
27700	nm0347188
54075	nm0347188
948	nm0347451
7840	nm0347451
44828	nm0348181
112852	nm0348181
7360	nm0348181
4876	nm0348181
5419	nm0348181
7369	nm0348181
85401	nm0348181
46965	nm0349406
6952	nm0349406
57534	nm0349406
7116	nm0350823
7700	nm0350823
2105	nm0351919
2004	nm0351919
54997	nm0351929
60072	nm0351929
6383	nm0351929
90738	nm0351929
953	nm0352443
950	nm0352443
934	nm0352443
6785	nm0352443
7303	nm0352443
25937	nm0352443
7834	nm0352443
7831	nm0352443
6944	nm0352443
5	nm0352443
78836	nm0352968
37955	nm0352968
49272	nm0353673
33166	nm0353673
30707	nm0353673
50068	nm0353673
48783	nm0353673
55094	nm0353673
81788	nm0353673
63113	nm0353673
47970	nm0353673
3054	nm0354126
3799	nm0354126
2791	nm0354150
2520	nm0354150
5378	nm0355054
5313	nm0355054
3246	nm0355077
69849	nm0355077
26322	nm0355181
3717	nm0355181
1931	nm0355681
26085	nm0355681
114662	nm0355699
71902	nm0355699
3967	nm0355822
91126	nm0355822
4687	nm0356227
2180	nm0356227
67087	nm0357453
3948	nm0357453
30825	nm0357453
7173	nm0357453
4816	nm0357453
82852	nm0357453
38600	nm0357584
7297	nm0357584
8880	nm0357703
4508	nm0357703
3186	nm0357703
2176	nm0358096
906	nm0358096
25852	nm0358096
592	nm0358334
1377	nm0358334
3347	nm0358334
4158	nm0358334
2565	nm0358564
7614	nm0358564
2941	nm0358564
63239	nm0358564
913	nm0358591
1245	nm0358591
8228	nm0358591
950	nm0358591
7832	nm0358591
7835	nm0358591
7834	nm0358591
7831	nm0358591
7833	nm0358591
2137	nm0358839
49647	nm0358839
55052	nm0358960
2020	nm0358960
5876	nm0358960
89761	nm0358960
92	nm0358960
1711	nm0359387
507	nm0359387
72641	nm0359387
7379	nm0359387
94780	nm0359387
48043	nm0359504
110127	nm0359504
1211	nm0359563
1835	nm0359563
6618	nm0359584
5072	nm0359584
108979	nm0359584
36276	nm0359734
5269	nm0359734
71108	nm0359734
98056	nm0359734
52666	nm0359734
6975	nm0359734
6641	nm0359734
8367	nm0359734
48165	nm0359734
58301	nm0359734
5419	nm0360253
7369	nm0360253
3564	nm0360253
588	nm0361315
783	nm0361315
1566	nm0361315
25769	nm0361882
8275	nm0361882
8923	nm0362762
1056	nm0362762
364	nm0363125
588	nm0363125
595	nm0363125
2687	nm0363125
783	nm0363125
6889	nm0363125
3844	nm0363326
3712	nm0363326
830	nm0363326
7450	nm0363326
86298	nm0363958
48414	nm0363958
5102	nm0363958
7161	nm0363958
6006	nm0363958
42009	nm0363958
74545	nm0365249
5316	nm0365249
593	nm0365383
4210	nm0365383
4148	nm0365383
50804	nm0365383
5630	nm0365383
3039	nm0365390
673	nm0365390
72209	nm0365390
4526	nm0365390
7004	nm0365390
4558	nm0365390
4010	nm0365390
382	nm0365659
266	nm0365659
928	nm0365661
2206	nm0365661
929	nm0365661
2204	nm0365661
7842	nm0365666
7841	nm0365666
3615	nm0365666
3535	nm0366004
45635	nm0366004
766	nm0366004
3153	nm0366063
3771	nm0366063
1584	nm0366337
1339	nm0366337
51698	nm0366337
3489	nm0366337
107	nm0366337
5667	nm0366337
32596	nm0366337
55872	nm0366337
6564	nm0366337
102720	nm0366337
1934	nm0366454
25996	nm0366454
1940	nm0366454
8331	nm0366454
25839	nm0366454
4188	nm0366454
2947	nm0367820
2949	nm0367820
2948	nm0367820
2983	nm0367820
5995	nm0367838
55814	nm0367838
63853	nm0367838
37736	nm0367838
8379	nm0367838
8943	nm0367838
56001	nm0367838
99220	nm0367838
93510	nm0367895
112138	nm0367895
2019	nm0368074
5291	nm0368074
4327	nm0368074
6669	nm0368074
7766	nm0368074
7925	nm0368074
26082	nm0368074
26064	nm0368074
32387	nm0368074
41627	nm0368074
26222	nm0368074
947	nm0368719
3096	nm0368719
42015	nm0368774
62293	nm0368774
8915	nm0368774
5065	nm0368818
204	nm0368818
609	nm0369675
58627	nm0369675
25923	nm0369743
2927	nm0369743
25750	nm0369841
8235	nm0369841
8609	nm0369841
7074	nm0369841
3232	nm0369841
3004	nm0369841
33164	nm0370928
52283	nm0370928
103688	nm0370928
33164	nm0370937
52283	nm0370937
103688	nm0370937
2150	nm0371059
2151	nm0371059
904	nm0371088
933	nm0371088
2183	nm0371088
2184	nm0371088
5963	nm0371088
5005	nm0371088
5357	nm0371088
3703	nm0371249
3203	nm0371249
4865	nm0371249
3704	nm0371249
2490	nm0371249
3999	nm0371249
3793	nm0371684
6333	nm0371684
60684	nm0371684
5313	nm0371684
89904	nm0371890
49422	nm0371890
8521	nm0372698
7208	nm0372698
4262	nm0372942
920	nm0372942
2186	nm0372942
930	nm0372942
2176	nm0372942
951	nm0372942
25788	nm0372942
3097	nm0372942
931	nm0372942
7072	nm0372942
2940	nm0372942
2202	nm0372942
3549	nm0372942
8600	nm0372942
2660	nm0372942
25856	nm0372942
929	nm0372942
7840	nm0372942
4274	nm0372942
32160	nm0372942
25839	nm0372942
5397	nm0372942
8256	nm0372942
41585	nm0372942
3678	nm0372942
49412	nm0372942
7093	nm0372942
5796	nm0372942
26085	nm0372942
4188	nm0372942
1981	nm0373154
52717	nm0373154
337	nm0373282
5377	nm0373282
55267	nm0373282
6881	nm0373282
7579	nm0373511
918	nm0373511
4921	nm0373511
7054	nm0373511
25993	nm0373511
32349	nm0373511
7319	nm0373571
5110	nm0373571
47640	nm0373571
3477	nm0374084
3594	nm0374084
4855	nm0374268
4803	nm0374268
1676	nm0374423
114935	nm0374423
65939	nm0374829
44317	nm0374829
4349	nm0375342
5796	nm0375342
2944	nm0375355
3546	nm0375355
6448	nm0375355
2983	nm0375355
26116	nm0375355
27837	nm0375355
5963	nm0375484
4801	nm0375484
32234	nm0375484
25835	nm0375484
51638	nm0375484
69278	nm0376260
79592	nm0376260
96110	nm0376260
2459	nm0377066
6880	nm0377066
1747	nm0377088
4654	nm0377088
521	nm0377088
4499	nm0377417
8385	nm0377417
419	nm0377417
1247	nm0377750
45	nm0377750
4349	nm0377750
6533	nm0377750
60126	nm0377750
165	nm0378144
1917	nm0378144
2	nm0378144
1479	nm0378144
51412	nm0378144
7439	nm0378144
86628	nm0378144
2021	nm0378541
7842	nm0378541
7841	nm0378541
65088	nm0379056
104	nm0379056
1777	nm0379056
216	nm0379056
2694	nm0379056
2335	nm0379056
5449	nm0379056
3979	nm0379056
1542	nm0379179
64034	nm0379179
2390	nm0379179
1222	nm0380282
1208	nm0380282
1672	nm0380282
5418	nm0380819
63131	nm0380819
7143	nm0380980
82167	nm0380980
2706	nm0381221
4718	nm0381221
6586	nm0381221
39715	nm0381221
93831	nm0381221
59429	nm0381221
50189	nm0381221
73106	nm0381221
3948	nm0381272
30825	nm0381272
999	nm0381273
4167	nm0381273
39292	nm0381416
89804	nm0381416
108928	nm0381416
45666	nm0381478
8376	nm0381478
1032	nm0382548
1022	nm0382548
2087	nm0382548
2096	nm0382548
31193	nm0382548
3964	nm0382548
111659	nm0382548
1357	nm0382956
3185	nm0382956
1235	nm0383359
4291	nm0383359
26375	nm0383359
7107	nm0383359
5927	nm0383359
3176	nm0383604
2186	nm0383604
6021	nm0383604
659	nm0383604
27408	nm0383604
26903	nm0383707
27731	nm0383707
1982	nm0384185
1128	nm0384185
54785	nm0384185
1983	nm0384185
2107	nm0384185
891	nm0384185
1986	nm0384185
39400	nm0384185
849	nm0384185
3471	nm0384398
26750	nm0384398
6986	nm0385012
8125	nm0385012
7311	nm0385264
929	nm0385264
944	nm0385264
25886	nm0385264
1936	nm0385264
25833	nm0385264
332	nm0385430
5414	nm0385430
48385	nm0385630
69784	nm0385630
33288	nm0385632
42351	nm0385632
2114	nm0386023
26485	nm0386023
2336	nm0386694
55274	nm0386694
7926	nm0386750
26064	nm0386750
1498	nm0387025
84242	nm0387025
5563	nm0387025
3706	nm0387132
2143	nm0387132
778	nm0388076
319	nm0388076
55259	nm0388076
3285	nm0388076
1658	nm0388076
101741	nm0388076
1907	nm0388113
6889	nm0388113
5629	nm0388113
3947	nm0388198
2789	nm0388198
81229	nm0388375
103810	nm0388375
94018	nm0388375
81229	nm0388377
103810	nm0388377
94018	nm0388377
919	nm0388755
942	nm0388755
907	nm0388755
8521	nm0388755
3936	nm0388755
7208	nm0388755
3498	nm0388772
4862	nm0388772
2316	nm0388805
44225	nm0388805
342	nm0389591
7164	nm0389591
25995	nm0389921
26005	nm0389921
26012	nm0389921
51694	nm0390141
88179	nm0390141
1257	nm0390822
2261	nm0390822
59315	nm0391344
64231	nm0391344
945	nm0391750
3061	nm0391750
7055	nm0391750
8228	nm0391763
8044	nm0391763
44864	nm0392237
78116	nm0392237
105211	nm0392237
5450	nm0392237
4027	nm0392955
7458	nm0392955
2363	nm0393094
6270	nm0393094
5640	nm0393094
111364	nm0393094
27482	nm0393517
89190	nm0393517
2432	nm0394212
50802	nm0394212
3481	nm0394984
5377	nm0394984
32598	nm0394984
71579	nm0394984
2962	nm0394984
118900	nm0394984
3720	nm0395262
71823	nm0395262
45431	nm0395924
6889	nm0395924
168	nm0395924
85179	nm0396074
101962	nm0396074
7614	nm0397022
7079	nm0397022
8227	nm0397022
5009	nm0397322
3916	nm0397322
410	nm0397411
1614	nm0397411
8373	nm0397411
3247	nm0397411
171	nm0397411
3248	nm0397411
5040	nm0397574
2373	nm0397574
1587	nm0397574
89190	nm0397574
77540	nm0397574
920	nm0397608
4999	nm0397608
25839	nm0397608
1680	nm0398185
6550	nm0398185
26158	nm0398518
56060	nm0398518
3114	nm0398763
1907	nm0398763
2081	nm0399252
709	nm0399252
1282	nm0400056
2080	nm0400056
1032	nm0400056
1029	nm0400056
1024	nm0400056
457	nm0400403
368	nm0400403
1792	nm0400403
493	nm0400436
42	nm0400436
493	nm0400441
42	nm0400441
26562	nm0400591
3206	nm0400591
2983	nm0400731
7247	nm0400731
7079	nm0401076
783	nm0401076
73	nm0401076
1873	nm0401076
99149	nm0401076
1033	nm0401362
2048	nm0401362
709	nm0401362
2033	nm0401362
832	nm0401738
1301	nm0401738
66547	nm0401738
1333	nm0402805
7926	nm0402805
8451	nm0402805
31878	nm0403230
3787	nm0403230
32469	nm0404062
26148	nm0404062
880	nm0404396
43677	nm0404396
1032	nm0404717
7579	nm0404717
6983	nm0404717
26241	nm0404717
2115	nm0404754
3363	nm0404754
2450	nm0404754
76093	nm0405190
4719	nm0405190
30825	nm0405190
7258	nm0405190
27700	nm0405632
8576	nm0405632
3005	nm0406228
3761	nm0406228
67997	nm0406334
104078	nm0406334
8019	nm0406772
34143	nm0406772
8199	nm0406808
8188	nm0406808
1217	nm0406836
3091	nm0406836
5498	nm0406836
6801	nm0407067
33893	nm0407067
2483	nm0407067
59709	nm0407067
3256	nm0407717
4351	nm0407717
2447	nm0407717
3906	nm0407717
25995	nm0408348
26005	nm0408348
26012	nm0408348
1201	nm0408488
33564	nm0408488
4395	nm0408488
27338	nm0409675
83798	nm0409675
3148	nm0410288
4280	nm0410288
8532	nm0410288
2236	nm0410288
3081	nm0410331
3964	nm0410331
7820	nm0410694
5569	nm0410694
3545	nm0410877
72720	nm0410877
515	nm0410958
80969	nm0410958
27792	nm0410958
1297	nm0411477
2378	nm0411477
2379	nm0411477
2380	nm0411477
2381	nm0411477
2382	nm0411477
2383	nm0411477
3525	nm0411477
7701	nm0411477
8387	nm0411477
741	nm0411872
7099	nm0411872
6790	nm0411872
26701	nm0411872
5465	nm0412517
71823	nm0412517
1974	nm0413826
1975	nm0413826
1977	nm0413826
1976	nm0413826
2550	nm0414047
2719	nm0414047
6060	nm0414117
67788	nm0414117
4016	nm0414226
7561	nm0414226
60007	nm0414226
1380	nm0414448
1381	nm0414448
4014	nm0414608
56915	nm0414608
3615	nm0414608
5016	nm0414608
55765	nm0414893
5379	nm0414893
8670	nm0415167
4768	nm0415167
88744	nm0415425
112623	nm0415425
879	nm0415425
61	nm0415425
2006	nm0415745
1093	nm0415745
2699	nm0415979
4343	nm0415979
2328	nm0415979
2377	nm0415979
8591	nm0415979
26464	nm0415979
1076	nm0416556
8459	nm0416556
1683	nm0416556
103279	nm0416556
1417	nm0416556
7055	nm0416861
7080	nm0416861
246	nm0416945
1442	nm0416945
35015	nm0418321
27002	nm0418321
169	nm0418321
5066	nm0418321
1629	nm0418321
32591	nm0418450
4151	nm0418450
31903	nm0418588
4347	nm0418588
37240	nm0418659
97393	nm0418659
1242	nm0418883
553	nm0418883
2617	nm0418883
2402	nm0418883
1488	nm0418883
54272	nm0419830
2792	nm0419830
60816	nm0419884
60818	nm0419884
56333	nm0420982
2155	nm0420982
355	nm0421084
374	nm0421084
26870	nm0421084
1931	nm0421255
4411	nm0421255
72605	nm0421314
50514	nm0421314
27716	nm0421314
32770	nm0421314
6192	nm0421314
3320	nm0421314
81257	nm0421314
47491	nm0421314
62293	nm0421314
7352	nm0421314
52929	nm0421314
8117	nm0421314
6300	nm0421314
588	nm0423161
1907	nm0423161
26258	nm0423524
26326	nm0423524
4658	nm0423524
53000	nm0423626
80126	nm0423626
48322	nm0424216
81156	nm0424216
5785	nm0424216
106062	nm0424216
364	nm0424556
1907	nm0424556
48	nm0424666
6889	nm0424666
3785	nm0424688
4388	nm0424688
6888	nm0424688
44972	nm0424688
4974	nm0424688
70159	nm0424901
85397	nm0424901
93766	nm0424901
4963	nm0425138
8984	nm0425138
53322	nm0425138
2528	nm0425138
26492	nm0425138
4954	nm0425138
6157	nm0425756
51077	nm0425756
2392	nm0425756
3450	nm0425756
3	nm0425756
2236	nm0425756
31221	nm0425756
30894	nm0425894
42197	nm0425894
2944	nm0425913
3095	nm0425913
4357	nm0425913
7493	nm0425913
25961	nm0425913
7580	nm0425913
25911	nm0425913
44761	nm0426059
68848	nm0426059
96610	nm0426059
51662	nm0426500
93297	nm0426500
109673	nm0426500
1619	nm0426539
3528	nm0426539
7091	nm0426953
25777	nm0426953
4062	nm0427468
6793	nm0427468
879	nm0427468
2269	nm0427468
6794	nm0427468
4930	nm0428056
5915	nm0428056
2427	nm0428296
3062	nm0428296
1944	nm0428296
2359	nm0428600
72741	nm0428600
6671	nm0428630
5527	nm0428630
3179	nm0428630
1417	nm0428630
96314	nm0429069
94466	nm0429069
27828	nm0429741
65037	nm0429741
102792	nm0429741
6567	nm0429964
27073	nm0429964
32031	nm0431622
52287	nm0431622
98243	nm0431622
102720	nm0431622
2502	nm0431918
71248	nm0431918
1405	nm0431918
47997	nm0431918
3396	nm0432075
2083	nm0432075
3397	nm0432075
107	nm0432075
2709	nm0432075
65939	nm0434716
44317	nm0434716
1476	nm0435701
93805	nm0435701
1256	nm0436095
7132	nm0436095
7706	nm0436095
7091	nm0436095
74458	nm0436164
31804	nm0436164
8977	nm0436164
52460	nm0436164
48	nm0436314
1566	nm0436314
1527	nm0436543
2420	nm0436543
5237	nm0436543
5574	nm0436543
2422	nm0436543
59369	nm0436543
64030	nm0436543
79224	nm0436543
8132	nm0436543
2002	nm0436543
36519	nm0436543
2421	nm0436543
4387	nm0436543
96861	nm0436543
89087	nm0436543
8010	nm0436543
43419	nm0436543
207	nm0436543
502	nm0436543
61729	nm0436960
40851	nm0436960
1848	nm0436960
181	nm0436960
96417	nm0436960
5226	nm0437393
5859	nm0437393
1389	nm0437393
5246	nm0437393
7121	nm0437717
8712	nm0437717
3341	nm0437717
7705	nm0437717
1939	nm0437969
8751	nm0437969
1895	nm0438226
4248	nm0438226
818	nm0438226
3564	nm0438226
59333	nm0438226
73319	nm0438226
60161	nm0438235
62956	nm0438235
108548	nm0438235
7647	nm0438320
544	nm0438320
3120	nm0438320
3301	nm0438449
3452	nm0438449
7381	nm0438449
101112	nm0438449
235	nm0438989
3174	nm0438989
1120	nm0438989
53953	nm0438989
6624	nm0438989
2798	nm0438989
2799	nm0438989
38824	nm0439640
27671	nm0439640
56805	nm0440458
1845	nm0440458
97	nm0440913
61350	nm0440913
4383	nm0440913
90430	nm0441301
44849	nm0441301
2115	nm0441718
3363	nm0441718
2450	nm0441718
257	nm0441896
5107	nm0441896
7361	nm0442109
2997	nm0442109
5902	nm0442109
62511	nm0442109
5298	nm0442109
7132	nm0442151
7706	nm0442151
8542	nm0442151
1934	nm0442151
25841	nm0442151
8331	nm0442151
25795	nm0442151
25839	nm0442151
33312	nm0442151
43869	nm0442190
3827	nm0442190
2709	nm0442190
91485	nm0442190
6950	nm0442190
473	nm0442190
8094	nm0442228
8751	nm0442228
1198	nm0442241
1291	nm0442241
1231	nm0442241
3508	nm0442241
1295	nm0442241
7487	nm0442241
59615	nm0442241
517	nm0442241
69524	nm0442241
6286	nm0442454
89535	nm0442454
6782	nm0442454
44301	nm0442454
40491	nm0442454
61724	nm0442454
26939	nm0442454
4470	nm0442454
40586	nm0442454
2363	nm0443227
5640	nm0443227
111364	nm0443227
837	nm0443582
4211	nm0443582
4043	nm0443582
2757	nm0443582
3156	nm0443582
1754	nm0443582
5387	nm0443582
2022	nm0443611
7771	nm0443611
2687	nm0443855
48	nm0443855
56251	nm0444517
66297	nm0444517
25827	nm0445502
5449	nm0445502
94015	nm0445669
105653	nm0445669
56152	nm0446210
51925	nm0446210
2496	nm0446210
1892	nm0446761
4814	nm0446761
4878	nm0446819
72380	nm0446819
56003	nm0446819
37382	nm0446819
3703	nm0447945
3702	nm0447945
3704	nm0447945
4225	nm0448088
2618	nm0448088
2687	nm0448208
4016	nm0448208
1566	nm0448208
40339	nm0448208
7374	nm0448208
6378	nm0448392
3836	nm0448392
74156	nm0448392
4531	nm0448392
6893	nm0448392
3421	nm0448469
3552	nm0448469
5279	nm0449576
3798	nm0449576
2875	nm0449576
3707	nm0449576
154	nm0450262
46855	nm0450262
1009	nm0450720
70305	nm0450720
2091	nm0450720
3479	nm0451689
7481	nm0451689
27036	nm0451689
5055	nm0451689
3418	nm0451884
195	nm0451884
5415	nm0451884
1859	nm0452102
6211	nm0452102
27255	nm0452102
80	nm0452102
81786	nm0452102
3417	nm0452134
7933	nm0452134
4141	nm0452235
40962	nm0452235
2951	nm0452878
3030	nm0452878
7766	nm0452878
7925	nm0452878
2905	nm0452878
7926	nm0452878
5498	nm0452878
7924	nm0452878
26064	nm0452878
2344	nm0452878
3066	nm0452878
996	nm0452878
5653	nm0452878
7982	nm0453518
82667	nm0453518
38095	nm0453518
65882	nm0453518
66785	nm0453518
27	nm0454783
43930	nm0454783
59725	nm0455078
78174	nm0455078
3999	nm0455207
15	nm0455207
34	nm0455404
2384	nm0455404
56915	nm0455404
6785	nm0455510
6358	nm0455510
1021	nm0455510
2553	nm0455785
332	nm0455785
2078	nm0456017
1303	nm0456017
6743	nm0456017
7840	nm0456017
25834	nm0456017
362	nm0456017
59315	nm0456158
87232	nm0456158
77561	nm0456158
86332	nm0456158
60040	nm0456158
88140	nm0456158
34150	nm0456158
111362	nm0456158
110102	nm0456158
106072	nm0456158
80469	nm0456158
6534	nm0456158
53464	nm0456158
102125	nm0456158
103659	nm0456158
3751	nm0456732
33004	nm0456732
661	nm0456732
45431	nm0456732
58105	nm0456732
2089	nm0456732
3483	nm0456732
42734	nm0456732
49647	nm0456732
2141	nm0456946
2052	nm0456946
2142	nm0456946
558	nm0456946
1977	nm0457725
1976	nm0457725
1978	nm0457725
4686	nm0458228
1091	nm0458228
2794	nm0458228
8884	nm0458228
6370	nm0458251
66762	nm0458251
34198	nm0458251
2354	nm0458312
3990	nm0458312
1620	nm0458318
7376	nm0458318
78637	nm0458441
76293	nm0458441
2561	nm0458461
4814	nm0458461
4823	nm0458884
49130	nm0458884
94015	nm0458884
7076	nm0459067
3927	nm0459067
4531	nm0459067
72378	nm0460057
58293	nm0460057
306	nm0460058
308	nm0460058
6339	nm0460104
8270	nm0460104
6032	nm0460104
8368	nm0460141
40815	nm0460141
4896	nm0460141
5816	nm0460141
69844	nm0460141
88125	nm0460141
81834	nm0460141
3317	nm0460141
3684	nm0460141
95510	nm0460141
364	nm0460146
45517	nm0460146
1907	nm0460146
48	nm0460146
3362	nm0460190
4589	nm0460190
82461	nm0460206
96567	nm0460206
3658	nm0460600
1984	nm0460600
1086	nm0461425
6639	nm0461425
1892	nm0461425
912	nm0462321
31116	nm0462321
25866	nm0462321
25865	nm0462321
25941	nm0462321
480	nm0462895
5349	nm0462895
648	nm0462895
34048	nm0462895
431	nm0462895
5266	nm0462895
2841	nm0462895
61729	nm0462895
40851	nm0462895
1544	nm0462895
59615	nm0462895
3258	nm0462895
533	nm0462895
2126	nm0462895
68554	nm0462895
96417	nm0462895
5843	nm0462895
371	nm0462895
7347	nm0462895
108188	nm0462895
74450	nm0463359
2581	nm0463359
66203	nm0463359
92509	nm0463359
7114	nm0463385
26306	nm0463385
5244	nm0463521
26269	nm0463521
62801	nm0463521
26270	nm0463521
27109	nm0463521
62803	nm0463521
5244	nm0463618
26269	nm0463618
62801	nm0463618
26270	nm0463618
62803	nm0463618
52885	nm0464804
8607	nm0464804
6713	nm0464804
32554	nm0464804
26150	nm0464846
32892	nm0464846
1372	nm0465199
4643	nm0465199
2643	nm0465199
2429	nm0465199
2405	nm0465199
7154	nm0465199
1833	nm0465199
419	nm0465199
79139	nm0465199
31437	nm0466153
2624	nm0466153
71438	nm0466153
6373	nm0466175
45672	nm0466175
53993	nm0466175
2296	nm0466175
2907	nm0466175
1359	nm0466473
5478	nm0466473
74685	nm0466925
6880	nm0466925
33085	nm0466925
8950	nm0466925
2273	nm0467942
3576	nm0467942
8972	nm0467942
56775	nm0467942
5553	nm0467942
688	nm0467942
