item	title
4450	Bully (2001)
4951	Lord of the Flies (1990)
2390	Little Voice (1998)
7382	I'm Not Scared (Io non ho paura) (2003)
58301	Funny Games U.S. (2007)
3484	Skulls, The (2000)
26	Othello (1995)
5298	Human Nature (2001)
6163	He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002)
53189	Eagle vs Shark (2007)
4640	Brother (2000)
7377	United States of Leland, The (2003)
26386	High Anxiety (1977)
851	Basquiat (1996)
1658	Life Less Ordinary, A (1997)
5137	Scratch (2001)
4815	Hearts in Atlantis (2001)
5685	Real Women Have Curves (2002)
7150	Stuck on You (2003)
2282	Pecker (1998)
782	Fan, The (1996)
347	Bitter Moon (1992)
1487	Selena (1997)
4478	Biloxi Blues (1988)
7541	100 Girls (2000)
3525	Bachelor Party (1984)
86	White Squall (1996)
3185	Snow Falling on Cedars (1999)
69140	Sweeney Todd (2006)
6868	Wonderland (2003)
3554	Love and Basketball (2000)
51037	Unknown (2006)
27391	Laramie Project, The (2002)
58078	Air I Breathe, The (2007)
57353	Flawless (2007)
6159	All the Real Girls (2003)
33893	Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)
6598	Step Into Liquid (2002)
8862	Criminal (2004)
6710	Dummy (2002)
6750	Anything Else (2003)
2443	Playing by Heart (1998)
6288	Better Luck Tomorrow (2002)
365	Little Buddha (1993)
8918	Eulogy (2004)
4248	Josie and the Pussycats (2001)
3915	Girlfight (2000)
1480	Smilla's Sense of Snow (1997)
2883	Mumford (1999)
8955	Undertow (2004)
6341	Shape of Things, The (2003)
6816	Three O'Clock High (1987)
41724	Wal-Mart: The High Cost of Low Price (2005)
4646	Greenfingers (2000)
818	Very Brady Sequel, A (1996)
7199	Melvin Goes to Dinner (2003)
6327	Decade Under the Influence, A (2003)
7030	Radio Flyer (1992)
77843	Disappearance of Alice Creed, The (2009)
2907	Superstar (1999)
2558	Forces of Nature (1999)
2583	Cookie's Fortune (1999)
4774	Big Trouble (2002)
4146	Million Dollar Hotel, The (2001)
848	Spitfire Grill, The (1996)
7620	Monster in a Box (1992)
27491	Pulse (Kairo) (2001)
27828	Memory of a Killer, The (Zaak Alzheimer, De) (2003)
27022	Thursday (1998)
2166	Return to Paradise (1998)
5095	Scotland, Pa. (2001)
1007	Apple Dumpling Gang, The (1975)
3858	Cecil B. DeMented (2000)
5134	Mean Machine (2001)
4765	L.I.E. (2001)
2639	Mommie Dearest (1981)
50447	Dead Girl, The (2006)
47394	Bon Cop, Bad Cop (2006)
26491	To Be or Not to Be (1983)
3943	Bamboozled (2000)
567	Kika (1993)
1631	Assignment, The (1997)
1484	Daytrippers, The (1996)
4808	Vanishing, The (1993)
57	Home for the Holidays (1995)
3892	Anatomy (Anatomie) (2000)
7933	Night in Casablanca, A (1946)
117	Young Poisoner's Handbook, The (1995)
74370	House of the Devil, The (2009)
2169	Dead Man on Campus (1998)
6991	Greystoke: The Legend of Tarzan, Lord of the Apes (1984)
80928	David Cross: Bigger & Blackerer (2010)
48883	Death of a President (2006)
43419	Bandidas (2006)
6614	I Love You to Death (1990)
27689	Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)
893	Mother Night (1996)
2170	Wrongfully Accused (1998)
4373	Pootie Tang (2001)
3564	Flintstones in Viva Rock Vegas, The (2000)
6885	In the Cut (2003)
3078	Liberty Heights (1999)
31807	Dot the I (2003)
5080	Slackers (2002)
2727	Killer's Kiss (1955)
3502	My Life (1993)
4153	Down to Earth (2001)
7340	Just One of the Guys (1985)
2725	Twin Falls Idaho (1999)
6374	In-Laws, The (2003)
6012	Guy Thing, A (2003)
78	Crossing Guard, The (1995)
3115	Flawless (1999)
8956	Enduring Love (2004)
6948	Tupac: Resurrection (2003)
3130	Bonfire of the Vanities (1990)
36477	Baxter, The (2005)
81516	Black Death (2010)
449	Fear of a Black Hat (1994)
2374	Gung Ho (1986)
7753	Tuesdays with Morrie (1999)
2435	Hurlyburly (1998)
26875	Pure Formality, A (Pura formalità, Una) (1994)
3055	Felicia's Journey (1999)
7019	Project X (1987)
58223	Method, The (Método, El) (2005)
4585	Dream Team, The (1989)
55020	Ten, The (2007)
4898	Novocaine (2001)
3557	Jennifer 8 (1992)
74740	Fermat's Room (La habitación de Fermat) (2007)
82041	Loved Ones, The (2009)
8533	Notebook, The (2004)
4816	Zoolander (2001)
4025	Miss Congeniality (2000)
4901	Spy Game (2001)
2539	Analyze This (1999)
266	Legends of the Fall (1994)
3617	Road Trip (2000)
2605	Entrapment (1999)
111759	Edge of Tomorrow (2014)
277	Miracle on 34th Street (1994)
54190	Across the Universe (2007)
802	Phenomenon (1996)
56587	Bucket List, The (2007)
1619	Seven Years in Tibet (1997)
6287	Anger Management (2003)
56949	27 Dresses (2008)
64716	Seven Pounds (2008)
1513	Romy and Michele's High School Reunion (1997)
147	Basketball Diaries, The (1995)
2724	Runaway Bride (1999)
37731	Green Street Hooligans (a.k.a. Hooligans) (2005)
4823	Serendipity (2001)
106916	American Hustle (2013)
69406	Proposal, The (2009)
420	Beverly Hills Cop III (1994)
60126	Get Smart (2008)
7151	Girl with a Pearl Earring (2003)
282	Nell (1994)
3534	28 Days (2000)
7285	Thirteen (2003)
5	Father of the Bride Part II (1995)
104879	Prisoners (2013)
56941	P.S. I Love You (2007)
8530	Dear Frankie (2004)
88	Black Sheep (1996)
101864	Oblivion (2013)
2688	General's Daughter, The (1999)
8969	Bridget Jones: The Edge of Reason (2004)
86880	Pirates of the Caribbean: On Stranger Tides (2011)
92420	Chronicle (2012)
73323	Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)
1753	Half Baked (1998)
5380	Importance of Being Earnest, The (2002)
94777	Men in Black III (M.III.B.) (M.I.B.³) (2012)
252	I.Q. (1994)
765	Jack (1996)
55872	August Rush (2007)
77866	Robin Hood (2010)
79592	Other Guys, The (2010)
106918	Secret Life of Walter Mitty, The (2013)
1735	Great Expectations (1998)
74324	Temple Grandin (2010)
96811	End of Watch (2012)
65230	Marley & Me (2008)
1665	Bean (1997)
8596	Revenge of the Pink Panther (1978)
85881	Win Win (2011)
3259	Far and Away (1992)
99149	Misérables, Les (2012)
58154	Other Boleyn Girl, The (2008)
2269	Indecent Proposal (1993)
4677	Turner & Hooch (1989)
103341	World's End, The (2013)
6367	Down with Love (2003)
47640	Beerfest (2006)
58162	Run Fatboy Run (2007)
30850	Merchant of Venice, The (2004)
102407	Great Gatsby, The (2013)
103980	Blue Jasmine (2013)
87520	Transformers: Dark of the Moon (2011)
88405	Friends with Benefits (2011)
80693	It's Kind of a Funny Story (2010)
3261	Singles (1992)
48412	Guardian, The (2006)
44004	Failure to Launch (2006)
2146	St. Elmo's Fire (1985)
8948	Alfie (2004)
5900	Analyze That (2002)
62293	Duchess, The (2008)
71466	City Island (2009)
73015	It's Complicated (2009)
101525	Place Beyond the Pines, The (2012)
65	Bio-Dome (1996)
762	Striptease (1996)
49130	Good Year, A (2006)
82167	Love and Other Drugs (2010)
1727	Horse Whisperer, The (1998)
49793	We Are Marshall (2006)
4487	Cocktail (1988)
102993	Way, Way Back, The (2013)
34336	Must Love Dogs (2005)
80126	American, The (2010)
118696	The Hobbit: The Battle of the Five Armies (2014)
30848	Love Song for Bobby Long, A (2004)
83349	Green Hornet, The (2011)
39869	Manderlay (2005)
42728	Tristan & Isolde (2006)
59258	Baby Mama (2008)
49280	Bobby (2006)
8582	Manufacturing Consent: Noam Chomsky and the Media (1992)
47970	Last Kiss, The (2006)
45062	Sentinel, The (2006)
5016	Shipping News, The (2001)
96728	Master, The (2012)
99007	Warm Bodies (2013)
3243	Encino Man (1992)
89039	Another Earth (2011)
85788	Insidious (2010)
3952	Contender, The (2000)
62113	How to Lose Friends & Alienate People (2008)
2236	Simon Birch (1998)
95873	Ruby Sparks (2012)
54276	No Reservations (2007)
70567	Adam (2009)
20	Money Train (1995)
2151	Gods Must Be Crazy II, The (1989)
33138	Palindromes (2004)
94677	Dictator, The (2012)
80839	Secretariat (2010)
8836	Wicker Park (2004)
2416	Back to School (1986)
79428	Dinner for Schmucks (2010)
8943	Being Julia (2004)
43836	Pink Panther, The (2006)
56389	My Blueberry Nights (2007)
42007	Rumor Has It... (2005)
91653	We Bought a Zoo (2011)
45440	Art School Confidential (2006)
80860	Life as We Know It (2010)
89085	Debt, The (2011)
55245	Good Luck Chuck (2007)
58156	Semi-Pro (2008)
85367	Just Go with It (2011)
65585	Bride Wars (2009)
8800	Code 46 (2003)
94780	Snow White and the Huntsman (2012)
27816	Saints and Soldiers (2003)
74450	Valentine's Day (2010)
48560	Running With Scissors (2006)
52694	Mr. Bean's Holiday (2007)
2497	Message in a Bottle (1999)
91126	War Horse (2011)
5107	Hart's War (2002)
47950	Hollywoodland (2006)
77837	You Don't Know Jack (2010)
78316	Letters to Juliet (2010)
95309	Seeking a Friend for the End of the World (2012)
6768	Luther (2003)
74624	Agora (2009)
540	Sliver (1993)
72741	Everybody's Fine (2009)
27871	Something the Lord Made (2004)
55732	Martian Child (2007)
55286	Things We Lost in the Fire (2007)
81512	Hereafter (2010)
70862	It Might Get Loud (2008)
80166	Switch, The (2010)
8915	Stage Beauty (2004)
8809	Danny Deckchair (2003)
47725	Angel-A (2005)
51088	Reno 911!: Miami (2007)
111622	Begin Again (2013)
83976	Trip, The (2010)
61250	House Bunny, The (2008)
75813	Leaves of Grass (2009)
93740	Salmon Fishing in the Yemen (2011)
7701	Look Who's Talking Too (1990)
69436	Year One (2009)
65596	Mesrine: Killer Instinct (L'instinct de mort) (2008)
2676	Instinct (1999)
91325	Extremely Loud and Incredibly Close (2011)
34164	Happy Endings (2005)
5506	Blood Work (2002)
4727	Captain Corelli's Mandolin (2001)
97870	Sessions, The (Surrogate, The) (2012)
107348	Anchorman 2: The Legend Continues (2013)
7352	Wilbur Wants to Kill Himself (2002)
103539	The Spectacular Now (2013)
87298	Everything Must Go (2010)
93512	Jeff, Who Lives at Home (2012)
91974	Underworld: Awakening (2012)
48326	All the King's Men (2006)
105211	Enough Said (2013)
33826	Saint Ralph (2004)
74688	Dear John (2010)
892	Twelfth Night (1996)
71668	Couples Retreat (2009)
101088	Stoker (2013)
70984	Taking Woodstock (2009)
57526	Untraceable (2008)
91978	Man on a Ledge (2012)
94266	Five-Year Engagement, The (2012)
2862	Caligula (1979)
110882	Locke (2013)
90719	J. Edgar (2011)
31114	Imaginary Heroes (2004)
76079	Chloe (2009)
7440	Paper Clips (2004)
86628	Kill the Irishman (2011)
101741	Trance (2013)
5994	Nicholas Nickleby (2002)
103048	Kings of Summer, The (2013)
82534	Company Men, The (2010)
33358	Off the Map (2003)
886	Bulletproof (1996)
91079	Like Crazy (2011)
54732	Balls of Fury (2007)
3528	Prince of Tides, The (1991)
6884	Veronica Guerin (2003)
74488	Ondine (2009)
48416	School for Scoundrels (2006)
6222	Prozac Nation (2001)
79073	When You're Strange (2009)
276	Milk Money (1994)
6215	Laurel Canyon (2002)
64032	Four Christmases (2008)
5625	Moonlight Mile (2002)
65802	Paul Blart: Mall Cop (2009)
3251	Agnes of God (1985)
96751	Arbitrage (2012)
122	Boomerang (1992)
3824	Autumn in New York (2000)
48262	Bridge, The (2006)
97936	Anna Karenina (2012)
80864	You Will Meet a Tall Dark Stranger (2010)
77328	Red Riding: 1974 (2009)
73929	Legion (2010)
93270	Project X (2012)
85397	Red Riding Hood (2011)
86293	Arthur (2011)
65037	Ben X (2007)
100	City Hall (1996)
46772	Strangers with Candy (2005)
48342	Conversations with Other Women (2005)
6545	I Capture the Castle (2003)
77330	Red Riding: 1980 (2009)
7227	Trouble with Angels, The (1966)
6997	Hoffa (1992)
99117	This Is 40 (2012)
80939	Conviction (2010)
105593	Filth (2013)
109895	Bad Words (2013)
3051	Anywhere But Here (1999)
88950	Conspirator, The (2010)
55278	Sleuth (2007)
43914	Winter Passing (2005)
76054	Oceans (Océans) (2009)
100244	East, The (2013)
90645	Anonymous (2011)
38538	Speak (2004)
1390	My Fellow Americans (1996)
77359	Red Riding: 1983 (2009)
70344	Cold Souls (2009)
47261	Night Listener, The (2006)
93766	Wrath of the Titans (2012)
2882	Jakob the Liar (1999)
95307	Rock of Ages (2012)
8813	We Don't Live Here Anymore (2004)
49666	Fur: An Imaginary Portrait of Diane Arbus (2006)
100487	Beautiful Creatures (2013)
62577	Flash of Genius (2008)
95135	Your Sister's Sister (2011)
41769	Mozart and the Whale (2005)
100390	Identity Thief (2013)
54094	Driving Lessons (2006)
103075	Purge, The (2013)
53988	Evening (2007)
31867	Man of the House (2005)
96314	Celeste and Jesse Forever (Celeste & Jesse Forever) (2012)
89190	Conan the Barbarian (2011)
83293	Waste Land (2010)
5817	Ararat (2002)
82053	Casino Jack (2010)
518	Road to Wellville, The (1994)
2961	Story of Us, The (1999)
60939	Swing Vote (2008)
56001	Love in the Time of Cholera (2007)
436	Color of Night (1994)
83302	Last Night (2010)
88954	Very Harold & Kumar 3D Christmas, A (2011)
191	Scarlet Letter, The (1995)
2799	Problem Child 2 (1991)
56671	Go-Getter, The (2007)
2996	Music of the Heart (1999)
99750	Iceman, The (2012)
104881	Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013)
90914	Devil's Double, The (2011)
82152	Beastly (2011)
112421	Frank (2014)
4595	Fat Man and Little Boy (1989)
72228	Creation (2009)
67223	Sugar (2008)
70687	Paper Heart (2009)
3120	Distinguished Gentleman, The (1992)
78774	Solitary Man (2009)
3553	Gossip (2000)
62137	Nights in Rodanthe (2008)
113829	One I Love, The (2014)
409	Above the Rim (1994)
4031	All the Pretty Horses (2000)
91323	Sitter, The (2011)
71325	Love Happens (2009)
91571	Coriolanus (2011)
94953	Wanderlust (2012)
84242	Welcome to the Rileys (2010)
339	While You Were Sleeping (1995)
4701	Rush Hour 2 (2001)
7149	Something's Gotta Give (2003)
7347	Secret Window (2004)
55830	Be Kind Rewind (2008)
51084	Music and Lyrics (2007)
3155	Anna and the King (1999)
7155	Calendar Girls (2003)
2598	Pushing Tin (1999)
42197	Keeping Mum (2005)
7060	Jesus Christ Superstar (1973)
7572	Wit (2001)
1457	Fools Rush In (1997)
2414	Young Sherlock Holmes (1985)
6266	What a Girl Wants (2003)
6832	Regarding Henry (1991)
7362	Taking Lives (2004)
27020	Gia (1998)
3985	Eagle Has Landed, The (1976)
351	Corrina, Corrina (1994)
79	Juror, The (1996)
7101	Doc Hollywood (1991)
31162	Life and Death of Peter Sellers, The (2004)
84847	Emma (2009)
1422	Murder at 1600 (1997)
289	Only You (1994)
2290	Stardust Memories (1980)
7395	Cheaper by the Dozen (1950)
27373	61* (2001)
7714	Camelot (1967)
6100	Midsummer Night's Sex Comedy, A (1982)
2442	Hilary and Jackie (1998)
31903	Zelary (2003)
7781	Twister (1990)
537	Sirens (1994)
2875	Sommersby (1993)
5111	Good Son, The (1993)
4628	New York Stories (1989)
1821	Object of My Affection, The (1998)
6584	What's Up, Tiger Lily? (1966)
89030	Fright Night (2011)
218	Boys on the Side (1995)
766	I Shot Andy Warhol (1996)
5472	1776 (1972)
1399	Marvin's Room (1996)
3529	Postman Always Rings Twice, The (1981)
25971	Carrie (1952)
2891	Happy, Texas (1999)
4392	Alice (1990)
3230	Odessa File, The (1974)
5450	Lovely & Amazing (2001)
2520	Airport (1970)
43677	Tuskegee Airmen, The (1995)
6992	Guarding Tess (1994)
4562	Without a Clue (1988)
3712	Soapdish (1991)
195	Something to Talk About (1995)
804	She's the One (1996)
6201	Lady Jane (1986)
4080	Baby Boom (1987)
6961	Damage (Fatale) (1992)
26745	Other People's Money (1991)
26562	White Nights (1985)
26395	Rutles: All You Need Is Cash, The (1978)
4126	Less Than Zero (1987)
6850	Leap of Faith (1992)
7179	Wuthering Heights (1992)
2736	Brighton Beach Memoirs (1986)
5372	Calamity Jane (1953)
26782	Mambo Kings, The (1992)
6265	Head of State (2003)
26695	Krays, The (1990)
3206	Against All Odds (1984)
8365	Mother, The (2003)
40973	Wild Geese, The (1978)
185	Net, The (1995)
7325	Starsky & Hutch (2004)
27815	Chorus, The (Choristes, Les) (2004)
2485	She's All That (1999)
4958	Behind Enemy Lines (2001)
5957	Two Weeks Notice (2002)
3968	Bedazzled (2000)
2496	Blast from the Past (1999)
7324	Hidalgo (2004)
585	Brady Bunch Movie, The (1995)
49396	Tenacious D in The Pick of Destiny (2006)
2805	Mickey Blue Eyes (1999)
6765	Under the Tuscan Sun (2003)
743	Spy Hard (1996)
203	To Wong Foo, Thanks for Everything! Julie Newmar (1995)
3146	Deuce Bigalow: Male Gigolo (1999)
60753	Felon (2008)
5025	Orange County (2002)
69604	Whatever Works (2009)
5313	Scorpion King, The (2002)
74275	I Love You Phillip Morris (2009)
70183	Ugly Truth, The (2009)
2042	D2: The Mighty Ducks (1994)
47382	Step Up (2006)
4247	Joe Dirt (2001)
8968	After the Sunset (2004)
37739	Greatest Game Ever Played, The (2005)
58490	Miss Pettigrew Lives for a Day (2008)
42730	Glory Road (2006)
4149	Saving Silverman (Evil Woman) (2001)
1431	Beverly Hills Ninja (1997)
2860	Blue Streak (1999)
74948	Harry Brown (2009)
74946	She's Out of My League (2010)
7381	Whole Ten Yards, The (2004)
44929	Candy (2006)
4228	Heartbreakers (2001)
4167	15 Minutes (2001)
74851	From Paris with Love (2010)
6006	Just Married (2003)
4372	Crazy/Beautiful (2001)
31435	Rory O'Shea Was Here (Inside I'm Dancing) (2004)
59985	Chaos Theory (2007)
78160	Ricky Gervais Live: Animals (2003)
76210	Defendor (2009)
33725	It's All Gone Pete Tong (2004)
3761	Bound by Honor (a.k.a. Blood In, Blood Out) (1993)
3316	Reindeer Games (2000)
4757	Rock Star (2001)
44197	Find Me Guilty (2006)
4732	Bubble Boy (2001)
5220	Showtime (2002)
5803	I Spy (2002)
38388	Goal! The Dream Begins (Goal!) (2005)
52606	Big Nothing (2006)
8121	Seducing Doctor Lewis (Grande séduction, La) (2003)
2188	54 (1998)
516	Renaissance Man (1994)
38992	Two for the Money (2005)
78162	Ricky Gervais Live 2: Politics (2004)
3515	Me Myself I (2000)
1503	8 Heads in a Duffel Bag (1997)
78544	Ricky Gervais Live 3: Fame (2007)
5873	The Emperor's Club (2002)
61255	Rocker, The (2008)
33819	Heights (2004)
67620	Nothing But the Truth (2008)
45506	Twelve and Holding (2005)
62799	Express, The (2008)
5678	Formula 51 (2001)
61705	Lakeview Terrace (2008)
8495	Animal Factory (2000)
72176	Big Fan (2009)
55288	Reservation Road (2007)
79946	Joneses, The (2009)
6002	Love Liza (2002)
58622	Hammer, The (2007)
27555	Fubar (2002)
61167	Henry Poole is Here (2008)
72169	Good Hair (2009)
8730	To End All Wars (2001)
3955	Ladies Man, The (2000)
72694	Shrink (2009)
60128	Young People Fucking (a.k.a. YPF) (2007)
31445	Employee of the Month (2004)
1442	Prefontaine (1997)
2836	Outside Providence (1999)
2587	Life (1999)
34540	Pretty Persuasion (2005)
33750	Innocent Voices (Voces inocentes) (2004)
4900	Out Cold (2001)
6484	Hollywood Homicide (2003)
3324	Drowning Mona (2000)
71691	Fifty Dead Men Walking (2008)
7294	Welcome to Mooseport (2004)
5563	City by the Sea (2002)
68749	Management (2008)
74573	Vicious Kind, The (2009)
70032	Visioneers (2008)
414	Air Up There, The (1994)
2581	Never Been Kissed (1999)
93510	21 Jump Street (2012)
95167	Brave (2012)
89774	Warrior (2011)
91535	Bourne Legacy, The (2012)
100383	Side Effects (2013)
96588	Pitch Perfect (2012)
93363	John Carter (2012)
106642	Day of the Doctor, The (2013)
103688	Conjuring, The (2013)
63033	Blindness (2008)
105197	Nebraska (2013)
3831	Saving Grace (2000)
6535	Legally Blonde 2: Red, White & Blonde (2003)
34523	The Chumscrubber (2005)
96281	ParaNorman (2012)
237	Forget Paris (1995)
109578	Non-Stop (2014)
94896	Bernie (2011)
96432	Lawless (2012)
33779	Eddie Izzard: Dress to Kill (1999)
5633	Heaven (2002)
5796	Casino Royale (1967)
8833	Vanity Fair (2004)
103372	Heat, The (2013)
102716	Fast & Furious 6 (Fast and the Furious 6, The) (2013)
95311	Presto (2008)
97860	Killing Them Softly (2012)
81417	Paranormal Activity 2 (2010)
2607	Get Real (1998)
97172	Frankenweenie (2012)
4285	Frankie and Johnny (1991)
95761	Killer Joe (2011)
101285	Spring Breakers (2013)
81817	Carlos (2010)
83086	Burlesque (2010)
550	Threesome (1994)
95449	Magic Mike (2012)
94833	Pirates! Band of Misfits, The (2012)
83803	Day & Night (2010)
5780	Polyester (1981)
96150	Queen of Versailles, The (2012)
3599	Anchors Aweigh (1945)
80241	Going the Distance (2010)
91233	Lifted (2006)
95313	Jack-Jack Attack (2005)
8695	Bachelor and the Bobby-Soxer, The (1947)
108729	Enemy (2013)
102819	Behind the Candelabra (2013)
69516	Limits of Control, The (2009)
95377	One Man Band (2005)
91414	Arthur Christmas (2011)
4055	Panic (2000)
96121	Hope Springs (2012)
78517	Joan Rivers: A Piece of Work (2010)
91690	Friends with Kids (2011)
81786	Certified Copy (Copie conforme) (2010)
6060	Guru, The (2002)
101360	Call, The (2013)
103137	Bling Ring, The (2013)
108983	La Luna (2011)
85025	Eagle, The (2011)
26391	New York, New York (1977)
94015	Mirror Mirror (2012)
27006	RKO 281 (1999)
90947	Oslo, August 31st (Oslo, 31. august) (2011)
7442	Young Adam (2003)
98361	Byzantium (2012)
171	Jeffrey (1995)
3794	Chuck & Buck (2000)
60007	Doctor Who (1996)
4313	Man Who Cried, The (2000)
2570	Walk on the Moon, A (1999)
109740	Obvious Child (2014)
4447	Legally Blonde (2001)
6155	How to Lose a Guy in 10 Days (2003)
8493	Memphis Belle (1990)
39231	Elizabethtown (2005)
8581	Pirates of Silicon Valley (1999)
2942	Flashdance (1983)
8604	Taxi (1998)
5668	White Oleander (2002)
54256	Hot Rod (2007)
1499	Anaconda (1997)
4255	Freddy Got Fingered (2001)
5401	Undercover Brother (2002)
6238	Green Card (1990)
2759	Dick (1999)
2476	Heartbreak Ridge (1986)
7297	Kitchen Stories (Salmer fra kjøkkenet) (2003)
6658	10 (1979)
8905	1492: Conquest of Paradise (1992)
3219	Pacific Heights (1990)
7562	Dobermann (1997)
3235	Where the Buffalo Roam (1980)
427	Boxing Helena (1993)
8426	Robot Carnival (Roboto kânibauru) (1987)
31685	Hitch (2005)
109487	Interstellar (2014)
7	Sabrina (1995)
104913	Rush (2013)
5066	Walk to Remember, A (2002)
6564	Lara Croft Tomb Raider: The Cradle of Life (2003)
103253	Elysium (2013)
3978	Legend of Bagger Vance, The (2000)
96737	Dredd (2012)
3581	Human Traffic (1999)
33672	Lords of Dogtown (2005)
99112	Jack Reacher (2012)
103772	Wolverine, The (2013)
32019	Be Cool (2005)
6887	Radio (2003)
115210	Fury (2014)
104241	Kick-Ass 2 (2013)
107069	Lone Survivor (2013)
4381	Closet, The (Placard, Le) (2001)
34536	The Great Raid (2005)
6005	Blue Collar Comedy Tour: The Movie (2003)
781	Stealing Beauty (1996)
4867	Riding in Cars with Boys (2001)
115149	John Wick (2014)
87876	Cars 2 (2011)
114662	American Sniper (2014)
112171	Equalizer, The (2014)
85354	Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008)
48319	Flyboys (2006)
8362	Raising Helen (2004)
8045	Hamburger Hill (1987)
62792	Pride and Glory (2008)
49312	Snow Cake (2006)
108945	RoboCop (2014)
83219	Pixar Story, The (2007)
70451	Max Manus (2008)
78729	24: Redemption (2008)
6166	Dennis the Menace (1993)
7169	Chasing Liberty (2004)
76738	Steam of Life (Miesten vuoro) (2010)
113573	Sin City: A Dame to Kill For (2014)
93443	Goon (2011)
119145	Kingsman: The Secret Service (2015)
6441	Battle of Britain (1969)
44943	9/11 (2002)
57401	Cleaner (2007)
8512	Silent Movie (1976)
77629	Reindeerspotting - Pako joulumaasta (2010)
42958	Little Manhattan (2005)
1755	Shooting Fish (1997)
74	Bed of Roses (1996)
77833	Armadillo (2010)
41025	Good Woman, A (2004)
4599	Great Balls of Fire! (1989)
49524	Nativity Story, The (2006)
69654	Prison Break: The Final Break (2009)
4743	Tortilla Soup (2001)
79006	Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004)
5425	Dark Blue World (Tmavomodrý svet) (2001)
65939	Kummeli Goldrush (Kummeli kultakuume) (1997)
473	In the Army Now (1994)
26560	Unknown Soldier, The (Tuntematon sotilas) (1985)
48825	9th Company (2005)
112897	Expendables 3, The (2014)
1006	Chamber, The (1996)
7789	"11'09""01 - September 11 (2002)"
38824	Mother of Mine (Äideistä parhain) (2005)
44317	Kummeli Stories (1995)
44058	Big White, The (2005)
5620	Sweet Home Alabama (2002)
830	First Wives Club, The (1996)
51086	Number 23, The (2007)
135	Down Periscope (1996)
1911	Dr. Dolittle (1998)
1894	Six Days Seven Nights (1998)
59022	Harold & Kumar Escape from Guantanamo Bay (2008)
59900	You Don't Mess with the Zohan (2008)
54004	I Now Pronounce You Chuck and Larry (2007)
207	Walk in the Clouds, A (1995)
267	Major Payne (1995)
6550	Johnny English (2003)
8916	Shall We Dance? (2004)
8643	Cinderella Story, A (2004)
63479	Sex Drive (2008)
31433	Wedding Date, The (2005)
5296	Sweetest Thing, The (2002)
3646	Big Momma's House (2000)
4814	Don't Say a Word (2001)
32017	Pacifier, The (2005)
419	Beverly Hillbillies, The (1993)
57951	Fool's Gold (2008)
79134	Grown Ups (2010)
5621	Tuxedo, The (2002)
3821	Nutty Professor II: The Klumps (2000)
157	Canadian Bacon (1995)
49314	Harsh Times (2006)
61697	Righteous Kill (2008)
44840	Benchwarmers, The (2006)
4699	Original Sin (2001)
54775	War (2007)
6763	Duplex (2003)
75805	Bounty Hunter, The (2010)
6619	Uptown Girls (2003)
7104	1941 (1979)
4989	How High (2001)
7255	Win a Date with Tad Hamilton! (2004)
4340	Animal, The (2001)
2771	Brokedown Palace (1999)
42013	Ringer, The (2005)
5414	Bad Company (2002)
5363	New Guy, The (2002)
4368	Dr. Dolittle 2 (2001)
4916	Midway (1976)
3616	Loser (2000)
5282	High Crimes (2002)
6014	National Security (2003)
5568	Johnny Dangerously (1984)
6800	Cobra (1986)
6886	Beyond Borders (2003)
8884	Man with One Red Shoe, The (1985)
6999	Housesitter (1992)
5692	Mechanic, The (1972)
58315	Love Guru, The (2008)
57532	Meet the Spartans (2008)
32009	Tyler Perry's Diary of a Mad Black Woman (2005)
77206	Diary of a Wimpy Kid (2010)
55241	Mr. Woodcock (2007)
7372	Ned Kelly (2003)
8872	Dirty Shame, A (2004)
77667	MacGruber (2010)
6022	American Me (1992)
31422	Are We There Yet? (2005)
50806	Norbit (2007)
4613	K-9 (1989)
569	Little Big League (1994)
5874	Friday After Next (2002)
1887	Almost Heroes (1998)
39398	C.S.A.: The Confederate States of America (2004)
8799	Little Black Book (2004)
52227	Darwin Awards, The (2006)
5612	Trapped (2002)
49276	Let's Go to Prison (2006)
5665	Knockaround Guys (2002)
5947	Evelyn (2002)
6558	Curly Sue (1991)
49526	National Lampoon's Van Wilder: The Rise of Taj (2006)
6013	Kangaroo Jack (2003)
2027	Jane Austen's Mafia! (1998)
3718	American Pimp (1999)
97913	Wreck-It Ralph (2012)
86345	Louis C.K.: Hilarious (2010)
104374	About Time (2013)
66203	He's Just Not That Into You (2009)
102903	Now You See Me (2013)
9010	Love Me If You Dare (Jeux d'enfants) (2003)
3786	But I'm a Cheerleader (1999)
81782	Unstoppable (2010)
88235	Guard, The (2011)
5943	Maid in Manhattan (2002)
49284	10 Items or Less (2006)
27523	My Sassy Girl (Yeopgijeogin geunyeo) (2001)
62553	Secret Life of Bees, The (2008)
81641	Fair Game (2010)
26947	Pusher (1996)
98491	Paperman (2012)
60408	Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008)
53883	Power of Nightmares, The: The Rise of the Politics of Fear (2004)
